Customer_ID,Credit_Score,Risk_Category
14593,615,High
14594,530,High
14595,503,High
14596,805,Low
14597,716,Medium
14598,823,Low
14599,707,Medium
14600,838,Low
14601,832,Low
14602,622,High
14603,732,Medium
14604,471,High
14605,585,High
14606,469,High
14607,781,Low
14608,463,High
14609,624,High
14610,704,Medium
14611,637,High
14612,739,Medium
14613,563,High
14614,666,Medium
14615,501,High
14616,539,High
14617,629,High
14618,594,High
14619,818,Low
14620,465,High
14621,574,High
14622,841,Low
14623,821,Low
14624,659,Medium
14625,829,Low
14626,697,Medium
14627,588,High
14628,820,Low
14629,803,Low
14630,685,Medium
14631,833,Low
14632,557,High
14633,547,High
14634,725,Medium
14635,653,Medium
14636,746,Medium
14637,626,High
14638,489,High
14639,767,Low
14640,670,Medium
14641,456,High
14642,744,Medium
14643,580,High
14644,753,Low
14645,631,High
14646,821,Low
14647,637,High
14648,587,High
14649,585,High
14650,473,High
14651,626,High
14652,843,Low
14653,705,Medium
14654,603,High
14655,745,Medium
14656,673,Medium
14657,656,Medium
14658,487,High
14659,515,High
14660,684,Medium
14661,649,High
14662,682,Medium
14663,656,Medium
14664,725,Medium
14665,604,High
14666,638,High
14667,557,High
14668,690,Medium
14669,475,High
14670,753,Low
14671,659,Medium
14672,457,High
14673,749,Medium
14674,574,High
14675,791,Low
14676,661,Medium
14677,602,High
14678,638,High
14679,489,High
14680,627,High
14681,679,Medium
14682,536,High
14683,692,Medium
14684,555,High
14685,470,High
14686,806,Low
14687,644,High
14688,474,High
14689,555,High
14690,627,High
14691,795,Low
14692,760,Low
14693,731,Medium
14694,534,High
14695,736,Medium
14696,467,High
14697,709,Medium
14698,765,Low
14699,577,High
14700,845,Low
14701,809,Low
14702,785,Low
14703,478,High
14704,457,High
14705,710,Medium
14706,833,Low
14707,622,High
14708,724,Medium
14709,724,Medium
14710,830,Low
14711,840,Low
14712,631,High
14713,710,Medium
14714,636,High
14715,571,High
14716,764,Low
14717,775,Low
14718,623,High
14719,541,High
14720,848,Low
14721,562,High
14722,620,High
14723,577,High
14724,702,Medium
14725,688,Medium
14726,465,High
14727,787,Low
14728,686,Medium
14729,493,High
14730,462,High
14731,823,Low
14732,812,Low
14733,833,Low
14734,496,High
14735,479,High
14736,753,Low
14737,567,High
14738,745,Medium
14739,647,High
14740,671,Medium
14741,762,Low
14742,812,Low
14743,813,Low
14744,704,Medium
14745,558,High
14746,810,Low
14747,623,High
14748,625,High
14749,672,Medium
14750,671,Medium
14751,624,High
14752,643,High
14753,792,Low
14754,846,Low
14755,504,High
14756,500,High
14757,713,Medium
14758,496,High
14759,659,Medium
14760,507,High
14761,591,High
14762,766,Low
14763,530,High
14764,769,Low
14765,545,High
14766,559,High
14767,782,Low
14768,695,Medium
14769,719,Medium
14770,610,High
14771,508,High
14772,835,Low
14773,826,Low
14774,544,High
14775,833,Low
14776,483,High
14777,587,High
14778,800,Low
14779,511,High
14780,751,Low
14781,624,High
14782,823,Low
14783,812,Low
14784,598,High
14785,662,Medium
14786,842,Low
14787,554,High
14788,757,Low
14789,492,High
14790,591,High
14791,757,Low
14792,593,High
14793,460,High
14794,700,Medium
14795,555,High
14796,697,Medium
14797,576,High
14798,798,Low
14799,681,Medium
14800,707,Medium
14801,700,Medium
14802,498,High
14803,770,Low
14804,796,Low
14805,805,Low
14806,684,Medium
14807,692,Medium
14808,531,High
14809,534,High
14810,661,Medium
14811,465,High
14812,683,Medium
14813,552,High
14814,770,Low
14815,534,High
14816,834,Low
14817,612,High
14818,746,Medium
14819,844,Low
14820,626,High
14821,591,High
14822,583,High
14823,465,High
14824,607,High
14825,554,High
14826,540,High
14827,629,High
14828,596,High
14829,833,Low
14830,565,High
14831,671,Medium
14832,666,Medium
14833,593,High
14834,718,Medium
14835,761,Low
14836,839,Low
14837,700,Medium
14838,684,Medium
14839,527,High
14840,547,High
14841,609,High
14842,450,High
14843,724,Medium
14844,568,High
14845,828,Low
14846,556,High
14847,647,High
14848,845,Low
14849,815,Low
14850,572,High
14851,644,High
14852,720,Medium
14853,607,High
14854,722,Medium
14855,632,High
14856,478,High
14857,815,Low
14858,750,Low
14859,850,Low
14860,521,High
14861,829,Low
14862,606,High
14863,533,High
14864,767,Low
14865,793,Low
14866,748,Medium
14867,506,High
14868,518,High
14869,522,High
14870,459,High
14871,630,High
14872,666,Medium
14873,502,High
14874,843,Low
14875,597,High
14876,540,High
14877,840,Low
14878,523,High
14879,747,Medium
14880,570,High
14881,726,Medium
14882,498,High
14883,847,Low
14884,479,High
14885,476,High
14886,625,High
14887,775,Low
14888,659,Medium
14889,476,High
14890,646,High
14891,582,High
14892,632,High
14893,756,Low
14894,688,Medium
14895,627,High
14896,764,Low
14897,660,Medium
14898,673,Medium
14899,792,Low
14900,599,High
14901,812,Low
14902,783,Low
14903,540,High
14904,612,High
14905,673,Medium
14906,690,Medium
14907,534,High
14908,782,Low
14909,609,High
14910,553,High
14911,585,High
14912,599,High
14913,492,High
14914,804,Low
14915,535,High
14916,590,High
14917,795,Low
14918,770,Low
14919,468,High
14920,829,Low
14921,738,Medium
14922,740,Medium
14923,571,High
14924,534,High
14925,570,High
14926,565,High
14927,552,High
14928,637,High
14929,731,Medium
14930,689,Medium
14931,558,High
14932,772,Low
14933,743,Medium
14934,507,High
14935,622,High
14936,462,High
14937,522,High
14938,534,High
14939,630,High
14940,533,High
14941,482,High
14942,834,Low
14943,503,High
14944,466,High
14945,662,Medium
14946,742,Medium
14947,581,High
14948,846,Low
14949,650,Medium
14950,779,Low
14951,618,High
14952,696,Medium
14953,830,Low
14954,805,Low
14955,727,Medium
14956,832,Low
14957,661,Medium
14958,768,Low
14959,571,High
14960,584,High
14961,701,Medium
14962,819,Low
14963,592,High
14964,776,Low
14965,527,High
14966,542,High
14967,658,Medium
14968,552,High
14969,639,High
14970,463,High
14971,606,High
14972,563,High
14973,843,Low
14974,708,Medium
14975,566,High
14976,823,Low
14977,508,High
14978,466,High
14979,721,Medium
14980,558,High
14981,749,Medium
14982,738,Medium
14983,654,Medium
14984,558,High
14985,666,Medium
14986,491,High
14987,654,Medium
14988,453,High
14989,479,High
14990,756,Low
14991,502,High
14992,463,High
14993,702,Medium
14994,555,High
14995,682,Medium
14996,672,Medium
14997,781,Low
14998,632,High
14999,655,Medium
15000,779,Low
15001,609,High
15002,777,Low
15003,746,Medium
15004,678,Medium
15005,787,Low
15006,470,High
15007,777,Low
15008,623,High
15009,561,High
15010,471,High
15011,694,Medium
15012,452,High
15013,693,Medium
15014,452,High
15015,576,High
15016,616,High
15017,840,Low
15018,564,High
15019,538,High
15020,625,High
15021,594,High
15022,493,High
15023,518,High
15024,721,Medium
15025,682,Medium
15026,507,High
15027,605,High
15028,469,High
15029,792,Low
15030,681,Medium
15031,734,Medium
15032,498,High
15033,666,Medium
15034,657,Medium
15035,810,Low
15036,780,Low
15037,719,Medium
15038,698,Medium
15039,842,Low
15040,658,Medium
15041,661,Medium
15042,766,Low
15043,729,Medium
15044,715,Medium
15045,637,High
15046,831,Low
15047,601,High
15048,562,High
15049,748,Medium
15050,716,Medium
15051,507,High
15052,558,High
15053,593,High
15054,773,Low
15055,729,Medium
15056,716,Medium
15057,600,High
15058,452,High
15059,764,Low
15060,566,High
15061,798,Low
15062,715,Medium
15063,602,High
15064,701,Medium
15065,467,High
15066,561,High
15067,694,Medium
15068,772,Low
15069,809,Low
15070,580,High
15071,816,Low
15072,566,High
15073,482,High
15074,708,Medium
15075,660,Medium
15076,648,High
15077,714,Medium
15078,469,High
15079,739,Medium
15080,630,High
15081,846,Low
15082,559,High
15083,487,High
15084,470,High
15085,616,High
15086,814,Low
15087,743,Medium
15088,688,Medium
15089,489,High
15090,611,High
15091,540,High
15092,487,High
15093,641,High
15094,601,High
15095,598,High
15096,583,High
15097,756,Low
15098,801,Low
15099,515,High
15100,554,High
15101,794,Low
15102,645,High
15103,540,High
15104,572,High
15105,467,High
15106,570,High
15107,644,High
15108,645,High
15109,783,Low
15110,454,High
15111,690,Medium
15112,551,High
15113,623,High
15114,715,Medium
15115,740,Medium
15116,764,Low
15117,467,High
15118,778,Low
15119,620,High
15120,499,High
15121,741,Medium
15122,626,High
15123,528,High
15124,491,High
15125,715,Medium
15126,804,Low
15127,807,Low
15128,602,High
15129,557,High
15130,458,High
15131,470,High
15132,608,High
15133,759,Low
15134,466,High
15135,642,High
15136,750,Low
15137,621,High
15138,737,Medium
15139,693,Medium
15140,707,Medium
15141,755,Low
15142,523,High
15143,754,Low
15144,632,High
15145,775,Low
15146,835,Low
15147,514,High
15148,733,Medium
15149,513,High
15150,688,Medium
15151,684,Medium
15152,702,Medium
15153,489,High
15154,790,Low
15155,683,Medium
15156,819,Low
15157,577,High
15158,716,Medium
15159,561,High
15160,467,High
15161,725,Medium
15162,799,Low
15163,520,High
15164,833,Low
15165,657,Medium
15166,685,Medium
15167,452,High
15168,701,Medium
15169,468,High
15170,776,Low
15171,748,Medium
15172,834,Low
15173,826,Low
15174,664,Medium
15175,603,High
15176,544,High
15177,801,Low
15178,766,Low
15179,544,High
15180,828,Low
15181,513,High
15182,842,Low
15183,604,High
15184,589,High
15185,481,High
15186,646,High
15187,753,Low
15188,831,Low
15189,795,Low
15190,768,Low
15191,777,Low
15192,650,Medium
15193,517,High
15194,584,High
15195,582,High
15196,741,Medium
15197,714,Medium
15198,843,Low
15199,688,Medium
15200,755,Low
15201,450,High
15202,482,High
15203,474,High
15204,584,High
15205,549,High
15206,830,Low
15207,587,High
15208,708,Medium
15209,650,Medium
15210,727,Medium
15211,640,High
15212,737,Medium
15213,792,Low
15214,520,High
15215,642,High
15216,482,High
15217,635,High
15218,683,Medium
15219,584,High
15220,523,High
15221,574,High
15222,635,High
15223,817,Low
15224,496,High
15225,798,Low
15226,752,Low
15227,688,Medium
15228,662,Medium
15229,694,Medium
15230,540,High
15231,782,Low
15232,479,High
15233,593,High
15234,527,High
15235,471,High
15236,597,High
15237,762,Low
15238,637,High
15239,792,Low
15240,546,High
15241,774,Low
15242,658,Medium
15243,453,High
15244,568,High
15245,538,High
15246,564,High
15247,662,Medium
15248,547,High
15249,768,Low
15250,606,High
15251,784,Low
15252,548,High
15253,650,Medium
15254,658,Medium
15255,452,High
15256,652,Medium
15257,758,Low
15258,466,High
15259,730,Medium
15260,534,High
15261,558,High
15262,804,Low
15263,832,Low
15264,555,High
15265,580,High
15266,761,Low
15267,487,High
15268,799,Low
15269,804,Low
15270,586,High
15271,515,High
15272,832,Low
15273,762,Low
15274,480,High
15275,777,Low
15276,583,High
15277,684,Medium
15278,752,Low
15279,601,High
15280,537,High
15281,487,High
15282,491,High
15283,617,High
15284,769,Low
15285,839,Low
15286,758,Low
15287,455,High
15288,752,Low
15289,803,Low
15290,689,Medium
15291,487,High
15292,595,High
15293,604,High
15294,659,Medium
15295,792,Low
15296,840,Low
15297,807,Low
15298,658,Medium
15299,550,High
15300,453,High
15301,714,Medium
15302,830,Low
15303,595,High
15304,577,High
15305,508,High
15306,714,Medium
15307,635,High
15308,534,High
15309,561,High
15310,690,Medium
15311,487,High
15312,803,Low
15313,817,Low
15314,605,High
15315,478,High
15316,746,Medium
15317,486,High
15318,678,Medium
15319,618,High
15320,541,High
15321,487,High
15322,740,Medium
15323,532,High
15324,569,High
15325,490,High
15326,543,High
15327,557,High
15328,817,Low
15329,734,Medium
15330,789,Low
15331,770,Low
15332,705,Medium
15333,748,Medium
15334,762,Low
15335,487,High
15336,611,High
15337,831,Low
15338,845,Low
15339,487,High
15340,801,Low
15341,634,High
15342,529,High
15343,821,Low
15344,646,High
15345,819,Low
15346,592,High
15347,578,High
15348,835,Low
15349,627,High
15350,766,Low
15351,812,Low
15352,635,High
15353,475,High
15354,675,Medium
15355,641,High
15356,846,Low
15357,830,Low
15358,462,High
15359,775,Low
15360,490,High
15361,520,High
15362,534,High
15363,465,High
15364,823,Low
15365,691,Medium
15366,793,Low
15367,844,Low
15368,539,High
15369,533,High
15370,461,High
15371,595,High
15372,751,Low
15373,461,High
15374,528,High
15375,831,Low
15376,478,High
15377,587,High
15378,576,High
15379,506,High
15380,844,Low
15381,676,Medium
15382,461,High
15383,841,Low
15384,487,High
15385,759,Low
15386,593,High
15387,770,Low
15388,806,Low
15389,821,Low
15390,817,Low
15391,656,Medium
15392,799,Low
15393,751,Low
15394,709,Medium
15395,547,High
15396,803,Low
15397,483,High
15398,750,Low
15399,802,Low
15400,501,High
15401,723,Medium
15402,507,High
15403,544,High
15404,613,High
15405,529,High
15406,811,Low
15407,600,High
15408,823,Low
15409,714,Medium
15410,686,Medium
15411,774,Low
15412,570,High
15413,818,Low
15414,812,Low
15415,737,Medium
15416,702,Medium
15417,717,Medium
15418,554,High
15419,845,Low
15420,731,Medium
15421,495,High
15422,647,High
15423,502,High
15424,721,Medium
15425,493,High
15426,812,Low
15427,822,Low
15428,583,High
15429,619,High
15430,666,Medium
15431,750,Low
15432,556,High
15433,514,High
15434,780,Low
15435,506,High
15436,647,High
15437,499,High
15438,698,Medium
15439,580,High
15440,686,Medium
15441,462,High
15442,585,High
15443,535,High
15444,834,Low
15445,603,High
15446,470,High
15447,567,High
15448,638,High
15449,514,High
15450,451,High
15451,601,High
15452,830,Low
15453,704,Medium
15454,748,Medium
15455,761,Low
15456,714,Medium
15457,603,High
15458,769,Low
15459,698,Medium
15460,603,High
15461,577,High
15462,672,Medium
15463,556,High
15464,513,High
15465,793,Low
15466,708,Medium
15467,724,Medium
15468,507,High
15469,477,High
15470,765,Low
15471,748,Medium
15472,619,High
15473,632,High
15474,731,Medium
15475,696,Medium
15476,524,High
15477,525,High
15478,842,Low
15479,505,High
15480,634,High
15481,838,Low
15482,525,High
15483,849,Low
15484,524,High
15485,513,High
15486,565,High
15487,556,High
15488,787,Low
15489,715,Medium
15490,825,Low
15491,519,High
15492,625,High
15493,784,Low
15494,647,High
15495,776,Low
15496,777,Low
15497,812,Low
15498,475,High
15499,815,Low
15500,733,Medium
15501,518,High
15502,755,Low
15503,574,High
15504,503,High
15505,512,High
15506,524,High
15507,711,Medium
15508,520,High
15509,534,High
15510,762,Low
15511,512,High
15512,695,Medium
15513,793,Low
15514,502,High
15515,619,High
15516,532,High
15517,590,High
15518,784,Low
15519,537,High
15520,751,Low
15521,784,Low
15522,532,High
15523,579,High
15524,816,Low
15525,573,High
15526,719,Medium
15527,582,High
15528,554,High
15529,471,High
15530,705,Medium
15531,509,High
15532,779,Low
15533,631,High
15534,461,High
15535,811,Low
15536,809,Low
15537,822,Low
15538,792,Low
15539,841,Low
15540,540,High
15541,845,Low
15542,631,High
15543,648,High
15544,820,Low
15545,814,Low
15546,841,Low
15547,767,Low
15548,604,High
15549,828,Low
15550,760,Low
15551,602,High
15552,721,Medium
15553,842,Low
15554,743,Medium
15555,562,High
15556,785,Low
15557,647,High
15558,511,High
15559,832,Low
15560,734,Medium
15561,519,High
15562,542,High
15563,461,High
15564,770,Low
15565,672,Medium
15566,475,High
15567,632,High
15568,611,High
15569,719,Medium
15570,575,High
15571,728,Medium
15572,468,High
15573,701,Medium
15574,553,High
15575,557,High
15576,547,High
15577,658,Medium
15578,484,High
15579,509,High
15580,633,High
15581,800,Low
15582,666,Medium
15583,562,High
15584,587,High
15585,662,Medium
15586,695,Medium
15587,451,High
15588,820,Low
15589,590,High
15590,779,Low
15591,498,High
15592,772,Low
15593,663,Medium
15594,820,Low
15595,464,High
15596,508,High
15597,736,Medium
15598,699,Medium
15599,680,Medium
15600,671,Medium
15601,681,Medium
15602,842,Low
15603,737,Medium
15604,690,Medium
15605,781,Low
15606,686,Medium
15607,527,High
15608,563,High
15609,616,High
15610,612,High
15611,808,Low
15612,792,Low
15613,723,Medium
15614,511,High
15615,457,High
15616,518,High
15617,751,Low
15618,771,Low
15619,518,High
15620,726,Medium
15621,548,High
15622,473,High
15623,548,High
15624,785,Low
15625,793,Low
15626,836,Low
15627,516,High
15628,480,High
15629,571,High
15630,554,High
15631,593,High
15632,568,High
15633,660,Medium
15634,609,High
15635,546,High
15636,850,Low
15637,611,High
15638,614,High
15639,599,High
15640,840,Low
15641,685,Medium
15642,612,High
15643,570,High
15644,737,Medium
15645,544,High
15646,522,High
15647,690,Medium
15648,627,High
15649,826,Low
15650,525,High
15651,775,Low
15652,626,High
15653,488,High
15654,575,High
15655,736,Medium
15656,547,High
15657,595,High
15658,826,Low
15659,555,High
15660,463,High
15661,589,High
15662,522,High
15663,804,Low
15664,712,Medium
15665,698,Medium
15666,816,Low
15667,729,Medium
15668,636,High
15669,627,High
15670,646,High
15671,731,Medium
15672,763,Low
15673,501,High
15674,709,Medium
15675,535,High
15676,749,Medium
15677,792,Low
15678,635,High
15679,675,Medium
15680,563,High
15681,814,Low
15682,664,Medium
15683,738,Medium
15684,640,High
15685,811,Low
15686,615,High
15687,572,High
15688,487,High
15689,766,Low
15690,686,Medium
15691,662,Medium
15692,655,Medium
15693,534,High
15694,549,High
15695,640,High
15696,523,High
15697,552,High
15698,655,Medium
15699,815,Low
15700,584,High
15701,816,Low
15702,727,Medium
15703,576,High
15704,615,High
15705,798,Low
15706,538,High
15707,624,High
15708,612,High
15709,756,Low
15710,506,High
15711,598,High
15712,711,Medium
15713,604,High
15714,807,Low
15715,659,Medium
15716,681,Medium
15717,591,High
15718,756,Low
15719,491,High
15720,532,High
15721,472,High
15722,531,High
15723,620,High
15724,801,Low
15725,701,Medium
15726,801,Low
15727,764,Low
15728,601,High
15729,637,High
15730,646,High
15731,805,Low
15732,502,High
15733,577,High
15734,690,Medium
15735,803,Low
15736,632,High
15737,785,Low
15738,524,High
15739,684,Medium
15740,720,Medium
15741,559,High
15742,696,Medium
15743,747,Medium
15744,731,Medium
15745,816,Low
15746,634,High
15747,740,Medium
15748,661,Medium
15749,713,Medium
15750,824,Low
15751,615,High
15752,487,High
15753,652,Medium
15754,554,High
15755,796,Low
15756,560,High
15757,467,High
15758,497,High
15759,488,High
15760,647,High
15761,787,Low
15762,835,Low
15763,477,High
15764,454,High
15765,638,High
15766,595,High
15767,795,Low
15768,786,Low
15769,481,High
15770,670,Medium
15771,517,High
15772,458,High
15773,660,Medium
15774,648,High
15775,559,High
15776,741,Medium
15777,676,Medium
15778,554,High
15779,513,High
15780,540,High
15781,656,Medium
15782,452,High
15783,696,Medium
15784,725,Medium
15785,630,High
15786,781,Low
15787,775,Low
15788,505,High
15789,541,High
15790,840,Low
15791,591,High
15792,816,Low
15793,626,High
15794,656,Medium
15795,467,High
15796,802,Low
15797,553,High
15798,742,Medium
15799,783,Low
15800,519,High
15801,484,High
15802,677,Medium
15803,740,Medium
15804,789,Low
15805,569,High
15806,554,High
15807,615,High
15808,502,High
15809,622,High
15810,693,Medium
15811,774,Low
15812,807,Low
15813,650,Medium
15814,764,Low
15815,746,Medium
15816,702,Medium
15817,664,Medium
15818,696,Medium
15819,771,Low
15820,743,Medium
15821,566,High
15822,605,High
15823,727,Medium
15824,495,High
15825,830,Low
15826,506,High
15827,655,Medium
15828,528,High
15829,625,High
15830,678,Medium
15831,675,Medium
15832,740,Medium
15833,812,Low
15834,603,High
15835,576,High
15836,612,High
15837,667,Medium
15838,563,High
15839,711,Medium
15840,808,Low
15841,572,High
15842,841,Low
15843,542,High
15844,602,High
15845,838,Low
15846,478,High
15847,656,Medium
15848,644,High
15849,695,Medium
15850,661,Medium
15851,588,High
15852,459,High
15853,764,Low
15854,718,Medium
15855,520,High
15856,825,Low
15857,531,High
15858,673,Medium
15859,742,Medium
15860,581,High
15861,521,High
15862,518,High
15863,810,Low
15864,655,Medium
15865,602,High
15866,462,High
15867,767,Low
15868,515,High
15869,539,High
15870,603,High
15871,719,Medium
15872,690,Medium
15873,806,Low
15874,724,Medium
15875,830,Low
15876,799,Low
15877,505,High
15878,635,High
15879,500,High
15880,548,High
15881,753,Low
15882,457,High
15883,769,Low
15884,797,Low
15885,548,High
15886,637,High
15887,535,High
15888,587,High
15889,761,Low
15890,804,Low
15891,659,Medium
15892,541,High
15893,482,High
15894,734,Medium
15895,479,High
15896,667,Medium
15897,706,Medium
15898,607,High
15899,458,High
15900,725,Medium
15901,643,High
15902,648,High
15903,523,High
15904,790,Low
15905,491,High
15906,711,Medium
15907,641,High
15908,657,Medium
15909,452,High
15910,847,Low
15911,489,High
15912,662,Medium
15913,599,High
15914,616,High
15915,558,High
15916,567,High
15917,617,High
15918,656,Medium
15919,574,High
15920,785,Low
15921,456,High
15922,633,High
15923,791,Low
15924,499,High
15925,725,Medium
15926,680,Medium
15927,638,High
15928,719,Medium
15929,524,High
15930,554,High
15931,587,High
15932,848,Low
15933,474,High
15934,849,Low
15935,609,High
15936,663,Medium
15937,828,Low
15938,786,Low
15939,847,Low
15940,814,Low
15941,762,Low
15942,588,High
15943,589,High
15944,656,Medium
15945,680,Medium
15946,624,High
15947,659,Medium
15948,525,High
15949,499,High
15950,509,High
15951,833,Low
15952,559,High
15953,823,Low
15954,615,High
15955,720,Medium
15956,526,High
15957,805,Low
15958,452,High
15959,700,Medium
15960,692,Medium
15961,609,High
15962,806,Low
15963,609,High
15964,676,Medium
15965,833,Low
15966,504,High
15967,473,High
15968,465,High
15969,686,Medium
15970,580,High
15971,756,Low
15972,591,High
15973,836,Low
15974,673,Medium
15975,516,High
15976,807,Low
15977,819,Low
15978,457,High
15979,694,Medium
15980,579,High
15981,821,Low
15982,781,Low
15983,469,High
15984,793,Low
15985,627,High
15986,479,High
15987,821,Low
15988,599,High
15989,613,High
15990,588,High
15991,638,High
15992,713,Medium
15993,543,High
15994,649,High
15995,820,Low
15996,840,Low
15997,483,High
15998,685,Medium
15999,577,High
16000,829,Low
16001,676,Medium
16002,621,High
16003,451,High
16004,672,Medium
16005,837,Low
16006,672,Medium
16007,788,Low
16008,697,Medium
16009,846,Low
16010,554,High
16011,613,High
16012,508,High
16013,728,Medium
16014,579,High
16015,575,High
16016,544,High
16017,659,Medium
16018,502,High
16019,819,Low
16020,788,Low
16021,645,High
16022,781,Low
16023,465,High
16024,578,High
16025,697,Medium
16026,506,High
16027,456,High
16028,672,Medium
16029,558,High
16030,711,Medium
16031,454,High
16032,716,Medium
16033,606,High
16034,760,Low
16035,653,Medium
16036,722,Medium
16037,841,Low
16038,732,Medium
16039,836,Low
16040,813,Low
16041,732,Medium
16042,829,Low
16043,732,Medium
16044,641,High
16045,565,High
16046,631,High
16047,829,Low
16048,521,High
16049,714,Medium
16050,577,High
16051,606,High
16052,488,High
16053,616,High
16054,584,High
16055,722,Medium
16056,652,Medium
16057,463,High
16058,537,High
16059,704,Medium
16060,684,Medium
16061,712,Medium
16062,766,Low
16063,619,High
16064,589,High
16065,476,High
16066,833,Low
16067,575,High
16068,627,High
16069,748,Medium
16070,736,Medium
16071,670,Medium
16072,569,High
16073,638,High
16074,531,High
16075,820,Low
16076,792,Low
16077,511,High
16078,843,Low
16079,476,High
16080,587,High
16081,606,High
16082,794,Low
16083,535,High
16084,754,Low
16085,715,Medium
16086,735,Medium
16087,452,High
16088,843,Low
16089,823,Low
16090,646,High
16091,772,Low
16092,465,High
16093,728,Medium
16094,704,Medium
16095,828,Low
16096,809,Low
16097,682,Medium
16098,475,High
16099,602,High
16100,676,Medium
16101,459,High
16102,754,Low
16103,813,Low
16104,788,Low
16105,756,Low
16106,450,High
16107,803,Low
16108,597,High
16109,657,Medium
16110,611,High
16111,469,High
16112,486,High
16113,842,Low
16114,757,Low
16115,549,High
16116,617,High
16117,691,Medium
16118,841,Low
16119,504,High
16120,541,High
16121,525,High
16122,722,Medium
16123,557,High
16124,496,High
16125,843,Low
16126,849,Low
16127,785,Low
16128,830,Low
16129,632,High
16130,454,High
16131,583,High
16132,837,Low
16133,658,Medium
16134,477,High
16135,458,High
16136,740,Medium
16137,493,High
16138,491,High
16139,696,Medium
16140,792,Low
16141,810,Low
16142,495,High
16143,501,High
16144,564,High
16145,496,High
16146,722,Medium
16147,548,High
16148,727,Medium
16149,600,High
16150,770,Low
16151,543,High
16152,763,Low
16153,626,High
16154,699,Medium
16155,776,Low
16156,492,High
16157,609,High
16158,638,High
16159,626,High
16160,792,Low
16161,649,High
16162,827,Low
16163,681,Medium
16164,624,High
16165,745,Medium
16166,489,High
16167,731,Medium
16168,612,High
16169,454,High
16170,531,High
16171,827,Low
16172,636,High
16173,759,Low
16174,517,High
16175,671,Medium
16176,814,Low
16177,725,Medium
16178,592,High
16179,797,Low
16180,609,High
16181,563,High
16182,802,Low
16183,825,Low
16184,462,High
16185,642,High
16186,577,High
16187,454,High
16188,490,High
16189,551,High
16190,609,High
16191,740,Medium
16192,582,High
16193,734,Medium
16194,702,Medium
16195,505,High
16196,622,High
16197,725,Medium
16198,478,High
16199,815,Low
16200,624,High
16201,562,High
16202,558,High
16203,515,High
16204,466,High
16205,828,Low
16206,808,Low
16207,756,Low
16208,597,High
16209,817,Low
16210,801,Low
16211,659,Medium
16212,803,Low
16213,531,High
16214,802,Low
16215,558,High
16216,764,Low
16217,572,High
16218,695,Medium
16219,767,Low
16220,724,Medium
16221,767,Low
16222,514,High
16223,689,Medium
16224,848,Low
16225,508,High
16226,596,High
16227,489,High
16228,804,Low
16229,707,Medium
16230,493,High
16231,523,High
16232,650,Medium
16233,636,High
16234,685,Medium
16235,609,High
16236,582,High
16237,619,High
16238,628,High
16239,676,Medium
16240,665,Medium
16241,688,Medium
16242,544,High
16243,529,High
16244,773,Low
16245,534,High
16246,759,Low
16247,475,High
16248,714,Medium
16249,526,High
16250,764,Low
16251,793,Low
16252,659,Medium
16253,487,High
16254,693,Medium
16255,458,High
16256,830,Low
16257,835,Low
16258,594,High
16259,473,High
16260,530,High
16261,715,Medium
16262,675,Medium
16263,691,Medium
16264,457,High
16265,619,High
16266,585,High
16267,503,High
16268,652,Medium
16269,792,Low
16270,561,High
16271,744,Medium
16272,668,Medium
16273,827,Low
16274,601,High
16275,814,Low
16276,534,High
16277,484,High
16278,594,High
16279,629,High
16280,656,Medium
16281,523,High
16282,473,High
16283,745,Medium
16284,691,Medium
16285,744,Medium
16286,727,Medium
16287,815,Low
16288,637,High
16289,581,High
16290,791,Low
16291,530,High
16292,494,High
16293,525,High
16294,664,Medium
16295,506,High
16296,471,High
16297,794,Low
16298,547,High
16299,741,Medium
16300,563,High
16301,825,Low
16302,552,High
16303,457,High
16304,519,High
16305,651,Medium
16306,801,Low
16307,592,High
16308,676,Medium
16309,814,Low
16310,833,Low
16311,517,High
16312,768,Low
16313,758,Low
16314,733,Medium
16315,598,High
16316,686,Medium
16317,658,Medium
16318,548,High
16319,653,Medium
16320,798,Low
16321,519,High
16322,701,Medium
16323,670,Medium
16324,555,High
16325,483,High
16326,574,High
16327,556,High
16328,750,Low
16329,578,High
16330,789,Low
16331,599,High
16332,574,High
16333,459,High
16334,461,High
16335,549,High
16336,661,Medium
16337,571,High
16338,677,Medium
16339,658,Medium
16340,674,Medium
16341,631,High
16342,569,High
16343,654,Medium
16344,800,Low
16345,473,High
16346,844,Low
16347,597,High
16348,474,High
16349,729,Medium
16350,771,Low
16351,744,Medium
16352,639,High
16353,831,Low
16354,548,High
16355,727,Medium
16356,797,Low
16357,596,High
16358,797,Low
16359,462,High
16360,510,High
16361,466,High
16362,478,High
16363,630,High
16364,658,Medium
16365,829,Low
16366,759,Low
16367,724,Medium
16368,627,High
16369,553,High
16370,684,Medium
16371,501,High
16372,802,Low
16373,467,High
16374,486,High
16375,558,High
16376,554,High
16377,490,High
16378,642,High
16379,660,Medium
16380,465,High
16381,587,High
16382,716,Medium
16383,473,High
16384,685,Medium
16385,608,High
16386,786,Low
16387,776,Low
16388,618,High
16389,623,High
16390,848,Low
16391,772,Low
16392,454,High
16393,629,High
16394,837,Low
16395,656,Medium
16396,467,High
16397,832,Low
16398,683,Medium
16399,601,High
16400,765,Low
