Loan_ID,Customer_ID,Loan_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,EMI,Loan_Status
186430,18643,2022-11-08,Education,5890862,12.94,60,110885.66,Active
186431,18643,2020-06-28,Personal,5312699,8.87,240,24099.73,Active
186440,18644,2020-07-20,Business,7570450,14.62,240,36155.21,Closed
186441,18644,2025-06-10,Business,851143,14.48,120,8119.9,Active
186442,18644,2023-10-15,Home,7254471,14.23,240,34528.26,Default
186450,18645,2025-03-30,Gold,5581836,10.52,240,25704.35,Closed
186451,18645,2022-07-30,Personal,2384651,7.98,300,8583.15,Closed
186452,18645,2023-05-25,Business,3074744,12.66,60,57733.44,Closed
186460,18646,2022-07-16,Auto,784738,7.14,12,70064.02,Active
186470,18647,2024-12-29,Education,5460594,9.16,24,248366.02,Default
186471,18647,2023-01-30,Home,206814,8.94,24,9387.63,Default
186472,18647,2022-10-20,Education,7560221,16.67,36,245014.16,Closed
186480,18648,2025-05-10,Education,2161391,14.66,300,8260.84,Closed
186490,18649,2025-04-11,Home,2835347,12.89,60,53347.05,Active
186491,18649,2020-12-26,Personal,2268625,17.39,120,22192.82,Active
186500,18650,2021-11-14,Education,1233986,8.0,300,4442.35,Closed
186510,18651,2022-11-06,Gold,5954319,15.38,24,286253.89,Active
186511,18651,2020-07-02,Auto,1094430,9.74,300,4003.42,Active
186520,18652,2024-05-12,Education,7496236,12.95,180,47038.88,Active
186521,18652,2025-06-17,Home,1249435,12.76,24,58702.62,Active
186530,18653,2021-09-04,Home,4251787,8.67,60,77006.95,Active
186531,18653,2024-07-29,Education,3132139,16.56,180,20282.34,Closed
186532,18653,2021-09-25,Business,1695262,17.92,240,8329.39,Active
186540,18654,2025-05-07,Home,1276426,11.17,120,11825.02,Active
186541,18654,2023-08-23,Education,7487231,17.02,300,29205.19,Active
186542,18654,2025-03-14,Education,2350059,15.24,24,112842.0,Default
186550,18655,2024-04-05,Education,2118841,12.26,120,19821.76,Default
186551,18655,2024-08-03,Education,2912552,12.35,24,136343.84,Active
186560,18656,2022-12-07,Auto,766190,13.05,24,36090.74,Active
186561,18656,2020-12-01,Education,3048366,15.11,60,58482.9,Active
186562,18656,2025-05-15,Auto,6270663,9.18,60,114105.16,Active
186570,18657,2022-01-09,Business,1790772,15.02,300,6865.82,Active
186571,18657,2025-03-24,Home,4858739,14.75,12,464616.92,Active
186572,18657,2022-05-01,Personal,6696419,13.77,300,25395.05,Active
186580,18658,2023-02-21,Education,3070215,17.99,36,100626.3,Active
186581,18658,2024-11-15,Business,4231188,15.38,36,135609.58,Active
186582,18658,2023-05-11,Auto,5317481,7.91,180,31878.3,Closed
186590,18659,2020-03-22,Education,456519,6.9,12,40668.23,Closed
186591,18659,2022-11-12,Auto,5756149,11.61,36,178456.61,Closed
186592,18659,2024-04-05,Auto,5245765,11.63,24,243993.64,Active
186600,18660,2021-11-19,Auto,4597737,9.09,36,139324.2,Closed
186601,18660,2023-08-17,Education,2345008,12.34,180,14635.46,Active
186602,18660,2021-01-25,Auto,1874196,11.31,300,6953.89,Active
186610,18661,2024-05-09,Education,6611448,11.26,12,612991.42,Active
186611,18661,2021-12-19,Business,5471647,12.79,36,171429.74,Closed
186620,18662,2020-08-23,Home,964965,15.31,60,18545.02,Closed
186621,18662,2024-05-10,Home,5584214,8.38,120,50434.76,Active
186630,18663,2022-02-21,Auto,7240466,15.04,12,694119.34,Active
186640,18664,2023-07-13,Business,5049309,7.82,180,30245.36,Active
186650,18665,2021-09-19,Gold,2312579,7.99,120,20811.28,Active
186660,18666,2020-02-21,Gold,691045,14.46,60,13182.84,Active
186661,18666,2023-02-02,Business,6704148,14.91,24,320989.02,Closed
186670,18667,2025-04-09,Personal,3370511,8.73,300,12215.86,Active
186671,18667,2025-06-10,Business,3932339,6.93,24,175202.09,Active
186672,18667,2022-10-26,Education,1058309,13.51,180,6673.81,Active
186680,18668,2021-06-23,Education,2953498,8.24,240,13320.28,Active
186681,18668,2023-04-10,Home,4295644,7.68,300,15418.5,Closed
186682,18668,2025-04-02,Gold,5278165,8.28,24,238133.21,Closed
186690,18669,2022-09-23,Gold,7004440,12.81,60,131695.15,Default
186691,18669,2023-05-26,Business,1678030,10.78,36,51636.71,Default
186700,18670,2021-08-01,Personal,1987313,16.92,240,9681.53,Active
186701,18670,2024-07-22,Education,7230787,11.64,24,336352.11,Active
186710,18671,2023-05-23,Home,6473049,17.87,240,31790.76,Active
186720,18672,2022-01-14,Business,1357569,9.09,120,12341.43,Active
186730,18673,2024-06-07,Home,2797679,11.61,60,52041.49,Active
186731,18673,2021-09-15,Business,2516833,10.58,36,77308.72,Active
186732,18673,2022-07-25,Education,2934566,14.74,36,93531.14,Closed
186740,18674,2021-04-19,Personal,677509,13.56,60,12822.99,Active
186750,18675,2023-07-01,Business,3857083,6.91,300,13745.36,Active
186760,18676,2022-01-16,Gold,5782896,11.73,180,35895.72,Active
186761,18676,2025-02-02,Business,7789767,8.97,120,70737.58,Active
186762,18676,2023-08-12,Personal,6187735,15.96,120,59794.15,Default
186770,18677,2025-03-10,Auto,1820002,15.85,300,7028.24,Closed
186771,18677,2021-01-30,Business,5687749,8.42,240,25694.41,Active
186780,18678,2025-06-13,Education,1608528,7.09,180,9569.85,Active
186790,18679,2020-03-01,Business,4424965,16.68,24,215127.05,Active
186791,18679,2020-07-14,Home,1315387,16.59,24,63900.4,Closed
186792,18679,2021-01-14,Home,7725130,9.11,240,35120.37,Active
186800,18680,2023-09-11,Business,4334963,17.5,180,28297.68,Active
186801,18680,2025-04-14,Business,5768812,11.99,12,538374.38,Default
186802,18680,2022-01-31,Business,5201290,6.7,60,92496.27,Active
186810,18681,2022-05-03,Education,6844543,6.91,240,30489.59,Active
186811,18681,2024-08-20,Business,1109113,7.39,300,3970.25,Active
186812,18681,2024-01-08,Auto,7578907,17.9,120,74462.76,Active
186820,18682,2021-09-26,Gold,596525,10.37,12,54865.39,Active
186821,18682,2022-09-08,Education,4848899,14.67,12,463352.71,Active
186822,18682,2024-05-18,Gold,4879044,15.37,24,234539.71,Active
186830,18683,2020-12-06,Education,1279036,15.26,300,4914.06,Closed
186840,18684,2024-11-30,Business,5695598,12.34,180,35546.86,Closed
186850,18685,2024-02-07,Education,3410597,17.35,300,13341.12,Active
186860,18686,2021-04-18,Auto,4113018,7.98,36,123367.69,Default
186861,18686,2022-06-30,Business,4773695,17.45,180,31148.36,Closed
186862,18686,2025-04-07,Home,912787,12.34,300,3418.08,Closed
186870,18687,2021-01-16,Education,2572986,15.11,12,246813.68,Active
186880,18688,2025-06-03,Gold,4406715,8.82,300,15984.62,Active
186890,18689,2023-06-01,Personal,7234050,16.53,120,70248.65,Active
186900,18690,2022-06-13,Business,3936367,13.59,180,24840.66,Active
186901,18690,2021-05-02,Gold,6479908,9.77,180,39516.64,Closed
186910,18691,2020-11-09,Business,5823245,14.19,24,277065.14,Closed
186911,18691,2021-03-02,Personal,2369677,14.46,36,75342.56,Active
186920,18692,2020-02-21,Gold,6371054,13.07,300,24012.5,Active
186921,18692,2021-01-20,Education,3224935,13.63,12,305374.47,Closed
186922,18692,2022-07-20,Education,5339694,12.52,180,33379.02,Closed
186930,18693,2021-03-27,Personal,7785282,9.67,24,355754.95,Closed
186940,18694,2025-04-14,Business,3527698,12.29,24,165052.17,Active
186941,18694,2021-12-26,Business,166750,16.67,180,1080.82,Default
186950,18695,2025-06-21,Education,1793239,14.54,60,34232.93,Active
186960,18696,2024-12-06,Business,4812854,13.23,240,22706.64,Default
186961,18696,2023-12-01,Home,5785151,8.72,240,26206.73,Active
186970,18697,2021-05-25,Home,4242779,14.82,300,16238.53,Default
186971,18697,2022-10-04,Gold,5629313,10.71,300,20774.04,Closed
186972,18697,2020-06-13,Personal,3313761,9.39,300,12083.08,Active
186980,18698,2024-09-09,Auto,6692521,16.48,180,43308.05,Active
186990,18699,2022-05-07,Personal,7178214,13.19,12,677085.04,Default
186991,18699,2025-05-07,Gold,3207410,10.78,12,296097.4,Closed
186992,18699,2021-10-13,Business,1463281,12.45,60,27424.32,Default
187000,18700,2021-11-13,Home,5468226,16.69,60,106347.88,Active
187010,18701,2023-08-01,Business,7800647,7.67,12,699913.05,Active
187011,18701,2021-06-19,Auto,6426332,8.34,60,116038.13,Active
187020,18702,2020-01-21,Auto,4715668,12.81,120,44331.21,Active
187021,18702,2022-12-21,Personal,4900894,16.45,240,23779.55,Active
187022,18702,2020-01-24,Gold,2748412,16.02,180,17715.04,Active
187030,18703,2022-06-24,Auto,1389015,15.63,24,66921.59,Active
187040,18704,2020-02-06,Auto,1567352,12.81,120,14734.41,Closed
187041,18704,2020-07-10,Auto,3016395,8.28,36,90726.46,Closed
187042,18704,2025-02-11,Auto,771794,11.72,24,35927.01,Default
187050,18705,2022-12-24,Business,2719978,17.3,12,265877.85,Active
187051,18705,2024-05-24,Education,5839101,15.81,300,22540.88,Active
187052,18705,2020-12-01,Education,1901632,9.71,24,86928.35,Default
187060,18706,2021-06-11,Personal,4266424,14.69,12,407763.47,Active
187070,18707,2022-04-16,Education,493586,8.08,240,2222.78,Closed
187080,18708,2022-04-05,Personal,4927946,8.87,300,17883.52,Closed
187081,18708,2023-09-23,Auto,4047960,11.81,180,25144.58,Active
187090,18709,2022-08-28,Business,1090747,16.26,36,35225.07,Closed
187091,18709,2023-07-19,Education,2147248,10.75,60,39634.62,Active
187100,18710,2021-10-06,Home,2075414,16.37,180,13417.55,Closed
187101,18710,2024-03-27,Business,7063364,14.78,24,337805.38,Active
187102,18710,2022-12-19,Education,3786974,10.56,240,17445.33,Active
187110,18711,2023-06-15,Gold,4107199,13.31,12,387822.27,Active
187120,18712,2024-01-24,Home,4293509,8.13,12,386880.94,Active
187121,18712,2023-08-27,Education,3103177,12.83,24,145888.11,Closed
187130,18713,2025-04-13,Home,2966634,17.2,36,96580.42,Active
187131,18713,2023-02-23,Home,4759254,6.88,60,84778.18,Active
187140,18714,2022-09-02,Gold,6002766,17.25,60,117304.05,Active
187141,18714,2020-09-03,Education,5494373,16.41,180,35533.33,Closed
187142,18714,2021-02-04,Home,3752616,9.11,300,13648.26,Active
187150,18715,2021-03-01,Personal,1922195,14.64,12,183633.7,Default
187151,18715,2022-10-25,Auto,584756,11.6,60,10876.46,Active
187160,18716,2020-02-22,Education,4556001,6.62,24,202400.34,Active
187161,18716,2023-05-26,Auto,4453176,17.49,180,29066.87,Default
187170,18717,2024-01-19,Business,1817674,14.65,24,86831.8,Closed
187180,18718,2023-02-24,Home,7878468,9.25,120,71726.89,Active
187190,18719,2023-09-02,Auto,6239690,7.18,24,278654.16,Closed
187191,18719,2020-08-14,Education,6641277,8.98,240,30156.93,Closed
187192,18719,2025-01-25,Auto,256129,6.9,60,4563.37,Active
187200,18720,2024-07-14,Home,6277612,11.23,60,116376.46,Active
187201,18720,2020-08-30,Personal,628634,11.75,60,11708.31,Active
187210,18721,2022-08-09,Auto,3600777,12.51,120,33760.29,Active
187211,18721,2024-05-02,Business,3784793,7.04,12,337603.54,Active
187212,18721,2021-11-19,Auto,1586587,7.29,12,141854.1,Closed
187220,18722,2023-04-25,Auto,2613641,14.7,24,124910.26,Closed
187230,18723,2022-09-07,Personal,1025543,8.02,240,4615.8,Closed
187231,18723,2023-07-12,Business,5005294,12.91,60,94191.29,Active
187232,18723,2020-04-14,Education,3216641,11.93,300,12001.29,Active
187240,18724,2021-09-04,Auto,2322396,15.03,60,44524.2,Default
187241,18724,2022-07-23,Business,6571426,12.64,12,616837.85,Active
187250,18725,2024-05-22,Home,897493,16.89,240,4371.16,Closed
187260,18726,2024-08-27,Home,6235801,16.04,36,201000.65,Closed
187261,18726,2021-04-10,Auto,3385589,17.53,300,13263.61,Active
187270,18727,2023-09-01,Education,5709408,8.77,12,517510.26,Active
187271,18727,2020-09-10,Gold,7394170,14.66,24,353256.47,Default
187272,18727,2020-07-18,Home,5707918,9.53,60,104198.04,Active
187280,18728,2022-10-16,Business,1519771,17.04,300,5929.13,Active
187290,18729,2024-07-04,Education,2901198,11.33,180,17943.91,Default
187300,18730,2022-10-28,Business,4865035,9.38,36,147815.98,Active
187310,18731,2022-12-17,Home,1277070,14.72,120,12208.79,Default
187320,18732,2021-03-24,Gold,994776,14.65,12,95042.56,Active
187321,18732,2024-03-29,Business,2490046,10.36,12,229001.23,Closed
187330,18733,2023-05-11,Education,1339689,14.48,120,12780.63,Default
187340,18734,2023-04-10,Business,2366189,13.72,300,8969.43,Active
187350,18735,2024-01-11,Auto,2480425,11.0,180,15295.95,Closed
187351,18735,2021-02-26,Home,129129,10.05,36,3947.4,Closed
187360,18736,2023-12-08,Auto,6307770,11.3,300,23401.83,Active
187361,18736,2024-05-03,Gold,4031378,14.15,240,19174.24,Active
187362,18736,2024-05-26,Home,3150886,11.82,60,58722.01,Closed
187370,18737,2024-01-20,Gold,5472677,13.83,36,173043.01,Closed
187371,18737,2023-06-05,Home,7117300,11.84,36,221110.79,Closed
187380,18738,2021-05-11,Personal,6312368,15.33,120,60667.12,Active
187381,18738,2020-12-24,Personal,5208627,13.52,120,49273.61,Closed
187382,18738,2020-12-02,Gold,6925312,8.4,36,208528.84,Active
187390,18739,2021-08-01,Home,5234829,14.47,240,24967.95,Active
187400,18740,2023-07-09,Personal,5707013,9.39,300,20809.67,Closed
187401,18740,2021-04-02,Gold,7228808,16.31,240,35032.61,Active
187402,18740,2020-04-20,Gold,1334355,17.34,12,130477.68,Closed
187410,18741,2022-09-03,Auto,1137474,13.98,24,54020.54,Active
187411,18741,2022-06-29,Education,6006362,15.84,240,28990.71,Closed
187420,18742,2022-08-26,Education,535885,6.92,12,47747.35,Closed
187430,18743,2024-10-06,Auto,1225202,9.06,24,55675.22,Active
187431,18743,2024-07-28,Home,3847294,9.48,36,117000.49,Active
187432,18743,2022-10-18,Business,4815022,16.21,300,18651.79,Closed
187440,18744,2022-07-25,Home,7987812,12.95,300,30074.11,Active
187441,18744,2021-08-04,Auto,1709500,14.94,120,16374.16,Active
187442,18744,2020-08-13,Home,326660,12.16,240,1526.59,Active
187450,18745,2022-12-23,Auto,4697939,11.97,180,29223.79,Active
187451,18745,2024-04-27,Auto,189687,10.55,60,3494.98,Closed
187460,18746,2021-04-20,Auto,7239405,8.71,120,65582.98,Default
187470,18747,2024-08-31,Personal,3403047,7.75,36,101855.09,Active
187480,18748,2022-05-23,Personal,3526735,11.08,120,32645.81,Closed
187481,18748,2022-03-17,Business,5418932,17.47,180,35364.55,Active
187482,18748,2022-03-31,Personal,1445724,8.88,120,13117.54,Active
187490,18749,2024-03-06,Personal,5583199,14.84,60,106862.43,Closed
187491,18749,2021-09-24,Education,4521325,9.35,36,137335.25,Active
187500,18750,2024-06-06,Home,2990885,8.11,120,26945.38,Active
187501,18750,2023-07-12,Gold,4691900,8.25,36,141082.83,Active
187502,18750,2022-01-21,Business,3727117,9.78,120,34096.91,Closed
187510,18751,2022-09-29,Education,6285530,14.4,36,199740.18,Active
187511,18751,2022-10-30,Education,3458965,16.34,120,33534.67,Active
187512,18751,2023-03-22,Education,5402898,16.22,36,174423.56,Active
187520,18752,2022-05-18,Auto,5867095,16.89,24,285751.97,Closed
187530,18753,2023-10-04,Gold,7267932,11.06,24,336323.55,Active
187531,18753,2022-09-26,Personal,1814516,8.31,12,163775.19,Active
187540,18754,2024-06-20,Home,4281686,17.05,120,41764.28,Closed
187550,18755,2024-03-08,Business,2723084,13.17,36,85603.17,Default
187551,18755,2023-03-02,Personal,7745421,15.52,240,37281.29,Active
187560,18756,2020-11-14,Gold,1224348,17.02,12,119394.34,Active
187561,18756,2025-01-23,Business,7542403,7.09,300,26923.86,Active
187570,18757,2022-06-14,Home,2739994,11.4,300,10174.51,Active
187571,18757,2025-06-01,Home,3475863,12.0,24,162206.94,Closed
187572,18757,2021-05-14,Business,5278257,15.9,240,25489.58,Active
187580,18758,2020-10-06,Home,7042548,11.43,120,65395.93,Closed
187581,18758,2024-12-24,Auto,6355528,7.78,36,190277.45,Closed
187582,18758,2020-08-24,Home,6159839,9.99,36,188200.19,Default
187590,18759,2025-02-16,Gold,5709847,17.82,12,560611.81,Closed
187600,18760,2023-07-12,Personal,1024930,11.19,180,6331.22,Default
187601,18760,2020-02-16,Business,1687579,17.97,24,82951.54,Closed
187602,18760,2023-01-28,Gold,2399571,17.35,300,9386.32,Default
187610,18761,2023-04-05,Education,2143859,11.04,36,66126.14,Active
187611,18761,2023-08-06,Business,7241039,17.61,60,141936.43,Active
187620,18762,2023-08-09,Education,3761344,8.74,60,68168.09,Active
187621,18762,2024-02-29,Auto,7211444,16.11,12,697767.3,Active
187622,18762,2022-02-14,Education,3074357,17.96,120,30220.93,Active
187630,18763,2023-12-14,Education,6457206,14.8,300,24709.57,Default
187631,18763,2022-08-20,Gold,494037,9.58,36,15037.94,Active
187640,18764,2023-01-25,Education,7007795,14.9,120,67099.64,Active
187641,18764,2021-08-23,Business,4042688,12.52,240,18953.47,Closed
187642,18764,2025-02-24,Home,5448081,9.53,300,19890.94,Active
187650,18765,2021-09-20,Personal,6063120,8.69,240,27458.35,Default
187651,18765,2022-01-17,Personal,3823213,9.99,36,116809.78,Active
187660,18766,2023-08-21,Business,549142,8.44,24,24812.07,Active
187661,18766,2025-05-19,Home,625313,9.3,24,28477.8,Active
187662,18766,2021-07-14,Gold,4974606,14.54,120,47482.61,Closed
187670,18767,2024-01-31,Gold,6210978,13.21,12,585954.02,Closed
187671,18767,2024-06-03,Auto,5723975,13.15,180,35981.54,Closed
187672,18767,2023-03-18,Gold,6910843,14.74,12,660791.77,Default
187680,18768,2022-01-22,Personal,988197,11.08,60,18294.82,Active
187681,18768,2020-12-06,Home,3172969,10.29,120,29162.23,Closed
187690,18769,2024-01-24,Gold,4917179,12.87,36,154167.22,Closed
187691,18769,2022-08-31,Business,3741240,8.86,24,169696.41,Active
187692,18769,2024-04-15,Home,645131,13.46,12,60997.14,Closed
187700,18770,2021-12-22,Gold,7529091,7.87,240,33840.13,Active
187710,18771,2024-03-12,Education,4665574,14.72,240,22301.44,Active
187711,18771,2025-02-19,Education,6908311,14.72,36,220144.84,Active
187712,18771,2020-07-28,Business,715143,9.35,180,4344.49,Active
187720,18772,2023-02-17,Personal,6534759,7.1,24,291613.62,Default
187721,18772,2021-01-05,Personal,5862699,12.34,240,27442.32,Active
187722,18772,2020-07-29,Personal,3326662,14.32,36,105640.0,Active
187730,18773,2023-02-25,Personal,4180944,15.12,300,16043.68,Closed
187731,18773,2022-02-01,Personal,1227246,9.84,12,112333.92,Default
187740,18774,2025-06-11,Gold,1898005,10.46,60,34942.27,Active
187750,18775,2021-11-24,Education,7375127,16.82,240,35898.43,Active
187760,18776,2023-05-28,Personal,479344,15.81,300,1850.43,Active
187761,18776,2022-11-11,Personal,6714654,14.85,180,42843.22,Closed
187762,18776,2021-06-21,Auto,4450641,11.28,240,20636.14,Active
187770,18777,2022-07-31,Auto,6087995,15.33,180,39007.14,Active
187771,18777,2021-05-10,Home,3884121,8.7,60,70367.33,Active
187772,18777,2021-12-17,Education,5218636,6.52,24,231620.46,Active
187780,18778,2021-06-14,Business,7015627,13.4,120,66297.68,Active
187781,18778,2023-12-29,Gold,6600166,15.59,24,317880.49,Active
187790,18779,2023-02-09,Gold,3031956,17.79,240,14880.59,Active
187800,18780,2024-06-19,Personal,5653680,17.17,240,27601.74,Closed
187801,18780,2022-11-01,Education,642408,15.64,240,3095.34,Active
187802,18780,2022-12-10,Education,3160862,14.28,300,12040.78,Active
187810,18781,2024-02-25,Education,4339418,16.55,180,28097.73,Active
187811,18781,2020-12-09,Auto,6492943,10.25,120,59653.91,Default
187820,18782,2020-05-21,Business,2024697,9.31,24,92216.51,Active
187830,18783,2025-05-31,Business,3511547,6.85,36,104224.67,Active
187831,18783,2020-01-21,Auto,7551537,10.62,300,27845.03,Active
187832,18783,2021-10-07,Gold,413588,12.83,12,38887.61,Closed
187840,18784,2023-04-07,Personal,5837416,6.51,36,172706.44,Active
187841,18784,2020-04-29,Auto,7307826,7.05,24,325959.49,Active
187850,18785,2024-12-10,Personal,4671318,12.81,300,17565.71,Active
187851,18785,2024-03-19,Education,4844218,15.7,180,31137.56,Active
187860,18786,2023-12-07,Business,622633,11.52,60,11572.67,Closed
187870,18787,2020-11-28,Business,6570703,13.5,240,31073.95,Active
187871,18787,2023-03-28,Education,956411,13.33,60,18065.01,Default
187880,18788,2021-04-08,Business,6782265,10.22,300,24918.04,Active
187881,18788,2023-05-18,Business,4296980,8.07,60,77395.77,Closed
187890,18789,2020-01-02,Gold,7888615,10.17,12,724240.6,Closed
187891,18789,2025-03-29,Personal,6611692,13.26,240,31201.68,Active
187900,18790,2023-08-19,Gold,2490809,15.69,24,120067.37,Active
187910,18791,2021-06-03,Home,2206266,17.51,36,72016.2,Active
187911,18791,2023-08-01,Personal,3993696,11.33,24,185257.57,Closed
187912,18791,2024-07-30,Gold,3341472,15.96,24,161448.79,Active
187920,18792,2025-02-26,Gold,1130491,13.16,60,21321.06,Default
187930,18793,2021-10-19,Auto,7349312,6.97,240,32756.5,Closed
187940,18794,2022-10-03,Personal,4574381,13.29,12,431859.69,Active
187941,18794,2024-03-28,Auto,1408855,15.91,60,27216.73,Closed
187942,18794,2024-02-23,Gold,2777398,15.79,180,17866.38,Closed
187950,18795,2024-09-01,Home,6009792,15.34,12,577641.17,Closed
187960,18796,2022-08-26,Business,2240674,11.93,24,104499.43,Active
187961,18796,2023-07-21,Business,1802218,14.81,120,17242.72,Closed
187970,18797,2021-10-07,Auto,2095587,17.18,120,20463.41,Default
187980,18798,2025-06-01,Education,5996610,16.24,120,58087.16,Active
187981,18798,2021-01-20,Auto,4530958,16.41,12,439540.68,Closed
187982,18798,2020-03-09,Gold,1910362,10.71,300,7049.87,Closed
187990,18799,2023-03-30,Gold,7799752,9.05,24,354401.23,Closed
188000,18800,2020-03-05,Education,157502,17.98,24,7742.54,Active
188001,18800,2020-05-07,Personal,6117454,11.72,120,56953.5,Active
188010,18801,2024-07-04,Home,6532590,8.11,36,196177.31,Active
188011,18801,2021-08-12,Home,6336674,7.85,240,28475.43,Active
188012,18801,2021-10-02,Home,4760389,10.52,240,21921.59,Closed
188020,18802,2021-01-06,Education,617668,9.64,12,56434.27,Closed
188021,18802,2020-11-08,Auto,5751910,16.13,240,27832.05,Active
188022,18802,2022-11-16,Gold,6254074,17.69,36,204456.1,Active
188030,18803,2024-06-06,Auto,1078473,17.79,120,10586.11,Closed
188031,18803,2020-07-30,Auto,5014495,13.12,36,157566.58,Active
188032,18803,2024-12-08,Education,5915005,7.18,180,35220.57,Active
188040,18804,2022-07-20,Auto,387619,9.12,60,7049.5,Active
188041,18804,2020-01-29,Business,3891092,12.03,12,363265.86,Active
188042,18804,2023-05-30,Gold,7293394,14.72,120,69724.85,Active
188050,18805,2025-01-04,Education,4450160,10.72,120,41060.14,Active
188051,18805,2023-02-21,Personal,1899309,17.42,12,185847.39,Closed
188052,18805,2020-12-08,Personal,1650332,10.93,240,7627.97,Active
188060,18806,2024-06-12,Education,2276872,15.33,36,72942.12,Default
188070,18807,2020-09-01,Personal,1737941,16.58,240,8442.05,Active
188071,18807,2020-09-21,Home,7387588,10.92,12,682859.38,Active
188072,18807,2024-02-06,Auto,6407448,10.82,180,39448.52,Active
188080,18808,2022-01-25,Gold,3225796,11.36,12,299353.87,Default
188090,18809,2021-05-01,Auto,6713008,11.28,36,207506.54,Active
188091,18809,2023-08-04,Education,6039308,14.44,36,191982.89,Closed
188100,18810,2023-10-16,Auto,6768552,14.33,300,25794.95,Active
188101,18810,2021-08-19,Education,5161053,9.22,120,46974.18,Closed
188102,18810,2022-11-14,Education,383846,16.33,300,1488.43,Default
188110,18811,2024-12-29,Auto,5041790,9.21,300,18353.8,Default
188111,18811,2022-01-10,Education,7292867,7.63,12,654109.4,Active
188112,18811,2020-10-09,Gold,5331124,11.2,36,164672.5,Active
188120,18812,2024-09-08,Gold,4894018,15.96,60,94585.05,Active
188130,18813,2025-05-12,Education,6387262,7.22,120,57070.19,Default
188140,18814,2022-05-17,Education,2904366,16.9,300,11317.35,Closed
188141,18814,2024-08-19,Personal,7137065,13.2,36,224421.04,Active
188142,18814,2020-12-05,Personal,7358330,16.91,36,238961.77,Closed
188150,18815,2023-08-23,Education,3282480,17.79,60,64440.55,Closed
188151,18815,2020-09-09,Business,7195046,7.36,240,32185.84,Active
188160,18816,2025-03-29,Business,806501,7.73,300,2896.15,Closed
188170,18817,2021-03-03,Gold,5705946,13.2,12,538260.91,Active
188171,18817,2020-11-22,Personal,7685846,7.15,240,34314.1,Active
188180,18818,2021-08-12,Personal,2857382,12.08,180,17791.97,Active
188190,18819,2020-12-20,Personal,5152590,9.86,180,31447.97,Active
188200,18820,2024-12-06,Auto,3998131,10.87,36,123131.33,Closed
188210,18821,2023-06-10,Education,6051232,10.73,240,27918.87,Active
188211,18821,2020-11-09,Education,7530727,7.65,12,675568.97,Active
188220,18822,2025-06-17,Gold,4941421,8.34,300,17845.12,Closed
188221,18822,2020-02-11,Home,6820986,8.63,60,123493.95,Active
188230,18823,2021-07-15,Gold,5223532,8.85,180,31587.86,Active
188231,18823,2024-08-24,Home,454698,8.67,24,20588.35,Closed
188240,18824,2024-08-06,Business,679924,14.47,24,32429.54,Active
188241,18824,2021-04-08,Gold,917572,14.27,180,5825.05,Active
188250,18825,2022-07-22,Education,978122,14.54,300,3734.47,Active
188251,18825,2020-08-31,Education,6283017,14.75,120,60081.35,Active
188260,18826,2022-01-05,Education,7082749,12.22,24,331177.54,Closed
188270,18827,2022-12-14,Gold,6446018,7.97,180,38665.36,Active
188271,18827,2024-11-28,Education,7058494,7.48,240,31610.29,Active
188280,18828,2020-10-18,Education,5389173,8.52,12,487360.88,Active
188290,18829,2022-03-24,Home,2818693,8.15,120,25403.47,Active
188291,18829,2021-08-26,Auto,3740727,9.53,300,13657.39,Closed
188292,18829,2024-07-14,Education,1212874,9.31,300,4419.31,Closed
188300,18830,2023-09-17,Gold,4788102,17.25,24,233918.73,Active
188301,18830,2023-10-27,Home,6376431,15.24,300,24494.0,Closed
188310,18831,2021-04-25,Education,2946687,8.75,300,10681.74,Active
188320,18832,2020-01-18,Home,7933453,13.48,24,375120.1,Closed
188330,18833,2023-01-31,Gold,3203699,12.99,36,100551.65,Active
188331,18833,2022-04-14,Home,3886817,17.53,300,15227.25,Active
188332,18833,2022-07-31,Personal,3542293,10.74,180,21792.97,Active
188340,18834,2020-01-14,Personal,7734080,11.79,36,240164.67,Default
188341,18834,2024-07-22,Personal,4871958,17.3,120,47623.39,Active
188342,18834,2021-09-19,Auto,7321519,16.62,180,47435.31,Closed
188350,18835,2020-11-01,Auto,7187182,7.61,12,644510.55,Default
188351,18835,2022-11-15,Gold,390762,16.27,12,37861.58,Closed
188360,18836,2022-04-05,Personal,7568087,15.68,240,36478.18,Closed
188361,18836,2023-07-25,Auto,2854632,17.86,120,28037.24,Active
188362,18836,2020-12-23,Personal,2073950,10.4,240,9540.17,Active
188370,18837,2022-10-02,Home,3422411,16.59,240,16625.79,Active
188371,18837,2023-03-06,Personal,1026563,16.33,300,3980.67,Default
188372,18837,2023-06-12,Personal,4171844,17.04,120,40689.39,Active
188380,18838,2020-10-27,Home,1589661,13.96,120,15096.48,Active
188381,18838,2025-01-13,Personal,3840350,16.38,180,24830.0,Closed
188390,18839,2024-05-11,Home,4289280,11.87,36,133289.38,Closed
188391,18839,2020-02-01,Business,6134510,9.01,12,557269.11,Active
188400,18840,2023-08-21,Gold,5945888,12.59,300,22314.92,Active
188410,18841,2021-04-28,Auto,6386348,10.17,36,195439.99,Active
188411,18841,2020-02-02,Personal,3753803,15.56,300,14459.65,Active
188420,18842,2025-01-03,Home,5182516,13.99,36,164098.61,Closed
